DT,latitude,longitude,R,NIR,Fmask,Sensor
2020215T232856,63.2462262,179.0952475,0.056100000000000004,0.4268,64,LC08
2020215T232856,63.3337091,178.9979193,0.0553,0.23970000000000002,64,LC08
2020217T231635,63.0398979,179.1493163,0.07350000000000001,0.30260000000000004,64,LC08
2020224T232246,63.0398979,179.1493163,0.0716,0.28850000000000003,128,LC08
2020224T232246,63.1745585,179.132383,0.046700000000000005,0.3473,128,LC08
2020224T232246,63.2462262,179.0952475,0.0562,0.3573,128,LC08
2020224T232246,63.1778561,179.1682067,0.034300000000000004,0.32430000000000003,192,LC08
2020224T232246,63.3337091,178.9979193,0.0673,0.2121,128,LC08
2020224T232246,63.2367396,179.0491019,0.048100000000000004,0.3478,192,LC08
2020224T232246,63.1908564,179.0553359,0.055600000000000004,0.2432,128,LC08
2020224T232246,63.1643479,178.994274,0.0485,0.38480000000000003,128,LC08
2020224T232246,63.1367844,179.041577,0.06570000000000001,0.2725,128,LC08
2020231T232901,63.0398979,179.1493163,0.06470000000000001,0.2805,64,LC08
2020231T232901,63.2462262,179.0952475,0.0487,0.37920000000000004,64,LC08
2020231T232901,63.3337091,178.9979193,0.0506,0.23440000000000003,64,LC08
2020231T232901,63.2367396,179.0491019,0.039,0.3492,64,LC08
2020231T232901,63.1908564,179.0553359,0.0449,0.23040000000000002,64,LC08
2020231T232901,63.1643479,178.994274,0.0385,0.3902,64,LC08
2020231T232901,63.1367844,179.041577,0.0553,0.263,64,LC08
2020233T231641,63.0398979,179.1493163,0.0729,0.29200000000000004,64,LC08
2020233T231641,63.1745585,179.132383,0.0482,0.3405,64,LC08
2020233T231641,63.2462262,179.0952475,0.0531,0.3647,64,LC08
2020233T231641,63.1778561,179.1682067,0.028,0.33380000000000004,64,LC08
2020233T231641,63.3337091,178.9979193,0.0579,0.2406,64,LC08
2020233T231641,63.2367396,179.0491019,0.0439,0.3516,64,LC08
2020233T231641,63.1908564,179.0553359,0.0521,0.2333,64,LC08
2020233T231641,63.1643479,178.994274,0.0444,0.3876,64,LC08
2020233T231641,63.1367844,179.041577,0.0726,0.2657,64,LC08
2020265T231654,63.2462262,179.0952475,0.08610000000000001,0.3307,64,LC08
2020265T231654,63.3337091,178.9979193,0.0658,0.2247,64,LC08
2020265T231654,63.1908564,179.0553359,0.06430000000000001,0.1867,128,LC08
2020272T232306,63.0398979,179.1493163,0.0727,0.2182,128,LC08
2021169T232850,63.1745585,179.132383,0.4015,0.4595,192,LC08
2021169T232850,63.2462262,179.0952475,0.1277,0.27890000000000004,128,LC08
2021169T232850,63.2367396,179.0491019,0.013900000000000001,0.1943,192,LC08
2021169T232850,63.1643479,178.994274,0.33640000000000003,0.4174,192,LC08
2021171T231629,63.0398979,179.1493163,0.0782,0.27030000000000004,192,LC08
2021171T231629,63.2462262,179.0952475,0.1091,0.2489,192,LC08
2021171T231629,63.1908564,179.0553359,0.09910000000000001,0.19210000000000002,192,LC08
2021178T232241,63.0398979,179.1493163,0.0711,0.2497,64,LC08
2021178T232241,63.1745585,179.132383,0.0183,0.21530000000000002,192,LC08
2021178T232241,63.2462262,179.0952475,0.0625,0.2411,64,LC08
2021178T232241,63.1778561,179.1682067,0.13190000000000002,0.2726,192,LC08
2021178T232241,63.3337091,178.9979193,0.0645,0.16690000000000002,64,LC08
2021178T232241,63.2367396,179.0491019,0.0675,0.2644,64,LC08
2021178T232241,63.1908564,179.0553359,0.053700000000000005,0.1526,64,LC08
2021178T232241,63.1643479,178.994274,0.0359,0.2838,128,LC08
2021187T231631,63.1745585,179.132383,0.046400000000000004,0.23240000000000002,128,LC08
2021187T231631,63.1778561,179.1682067,0.09720000000000001,0.2978,128,LC08
2021187T231631,63.2367396,179.0491019,0.057,0.3279,192,LC08
2021187T231631,63.1908564,179.0553359,0.0553,0.1836,64,LC08
2021187T231631,63.1643479,178.994274,0.043300000000000005,0.3413,192,LC08
2021187T231631,63.1367844,179.041577,0.10490000000000001,0.1534,192,LC08
2021194T232242,63.0398979,179.1493163,0.0658,0.298,192,LC08
2021258T232305,63.0398979,179.1493163,0.0903,0.2584,192,LC08
2021258T232305,63.2462262,179.0952475,0.0814,0.3326,192,LC08
2021258T232305,63.3337091,178.9979193,0.0385,0.09570000000000001,192,LC08
2021258T232305,63.1908564,179.0553359,0.0341,0.10160000000000001,192,LC08
2022156T232902,63.1745585,179.132383,0.0609,0.2616,128,LC08
2022156T232902,63.1778561,179.1682067,0.20420000000000002,0.29350000000000004,192,LC08
2022156T232902,63.1908564,179.0553359,0.0664,0.1905,64,LC08
2022156T232902,63.1643479,178.994274,0.1169,0.30910000000000004,128,LC08
2022157T232220,63.0398979,179.1493163,0.0791,0.2215,128,LC09
2022158T231642,63.0398979,179.1493163,0.0781,0.218,64,LC08
2022158T231642,63.1745585,179.132383,0.053500000000000006,0.251,64,LC08
2022158T231642,63.2462262,179.0952475,0.08020000000000001,0.2634,64,LC08
2022158T231642,63.1778561,179.1682067,0.1356,0.2654,128,LC08
2022158T231642,63.3337091,178.9979193,0.06520000000000001,0.1738,64,LC08
2022158T231642,63.2367396,179.0491019,0.0589,0.2462,64,LC08
2022158T231642,63.1908564,179.0553359,0.0603,0.17850000000000002,64,LC08
2022158T231642,63.1643479,178.994274,0.0881,0.2607,64,LC08
2022158T231642,63.1367844,179.041577,0.0742,0.1424,192,LC08
2022165T232258,63.2462262,179.0952475,0.0925,0.3405,128,LC08
2022180T232851,63.2462262,179.0952475,0.059500000000000004,0.3395,64,LC09
2022180T232851,63.1778561,179.1682067,0.036000000000000004,0.309,64,LC09
2022180T232851,63.2367396,179.0491019,0.0453,0.3355,64,LC09
2022180T232851,63.1908564,179.0553359,0.058300000000000005,0.2286,64,LC09
2022180T232851,63.1643479,178.994274,0.0516,0.3502,64,LC09
2022188T232913,63.1745585,179.132383,0.045200000000000004,0.3391,64,LC08
2022196T232848,63.0398979,179.1493163,0.0584,0.2627,64,LC09
2022196T232848,63.1745585,179.132383,0.0422,0.3405,64,LC09
2022196T232848,63.2462262,179.0952475,0.0482,0.3509,64,LC09
2022196T232848,63.1778561,179.1682067,0.0275,0.3275,64,LC09
2022196T232848,63.3337091,178.9979193,0.050300000000000004,0.2268,64,LC09
2022196T232848,63.2367396,179.0491019,0.0356,0.3345,64,LC09
2022196T232848,63.1908564,179.0553359,0.0456,0.2247,64,LC09
2022196T232848,63.1643479,178.994274,0.0396,0.3658,64,LC09
2022196T232848,63.1367844,179.041577,0.0426,0.23650000000000002,64,LC09
2022198T231628,63.0398979,179.1493163,0.06330000000000001,0.2652,64,LC09
2022198T231628,63.1745585,179.132383,0.0432,0.33990000000000004,64,LC09
2022198T231628,63.2462262,179.0952475,0.0487,0.3503,64,LC09
2022198T231628,63.1778561,179.1682067,0.0274,0.32480000000000003,64,LC09
2022198T231628,63.1908564,179.0553359,0.0463,0.2225,64,LC09
2022198T231628,63.1643479,178.994274,0.039400000000000004,0.36460000000000004,64,LC09
2022198T231628,63.1367844,179.041577,0.046400000000000004,0.2285,64,LC09
2022206T231659,63.0398979,179.1493163,0.09390000000000001,0.2987,192,LC08
2022206T231659,63.2462262,179.0952475,0.059000000000000004,0.3885,64,LC08
2022206T231659,63.3337091,178.9979193,0.0649,0.2336,64,LC08
2022206T231659,63.2367396,179.0491019,0.058300000000000005,0.404,64,LC08
2022212T232902,63.3337091,178.9979193,0.054,0.2436,64,LC09
2022212T232902,63.2367396,179.0491019,0.0443,0.2983,64,LC09
2022212T232902,63.1908564,179.0553359,0.0475,0.20400000000000001,64,LC09
2022212T232902,63.1643479,178.994274,0.0483,0.3804,64,LC09
2022212T232902,63.1367844,179.041577,0.0555,0.24000000000000002,64,LC09
2022213T232314,63.1745585,179.132383,0.0529,0.3839,64,LC08
2022213T232314,63.2462262,179.0952475,0.057800000000000004,0.38880000000000003,64,LC08
2022213T232314,63.1778561,179.1682067,0.0378,0.34190000000000004,64,LC08
2022213T232314,63.3337091,178.9979193,0.059300000000000005,0.23700000000000002,64,LC08
2022213T232314,63.2367396,179.0491019,0.0454,0.3728,64,LC08
2022213T232314,63.1908564,179.0553359,0.054400000000000004,0.2361,64,LC08
2022214T231642,63.0398979,179.1493163,0.06910000000000001,0.27190000000000003,64,LC09
2022214T231642,63.2462262,179.0952475,0.0523,0.3511,64,LC09
2022214T231642,63.1778561,179.1682067,0.0318,0.3614,64,LC09
2022214T231642,63.3337091,178.9979193,0.0594,0.24020000000000002,64,LC09
2022214T231642,63.2367396,179.0491019,0.042100000000000005,0.33890000000000003,64,LC09
2022214T231642,63.1908564,179.0553359,0.0548,0.23900000000000002,64,LC09
2022214T231642,63.1367844,179.041577,0.0693,0.2649,64,LC09
2022222T231707,63.0398979,179.1493163,0.0704,0.2672,64,LC08
2022222T231707,63.1745585,179.132383,0.046900000000000004,0.3287,64,LC08
2022222T231707,63.2462262,179.0952475,0.057,0.3458,64,LC08
2022222T231707,63.1778561,179.1682067,0.0298,0.3317,64,LC08
2022222T231707,63.3337091,178.9979193,0.060200000000000004,0.2361,64,LC08
2022222T231707,63.2367396,179.0491019,0.0465,0.3302,64,LC08
2022222T231707,63.1908564,179.0553359,0.053500000000000006,0.2333,64,LC08
2022222T231707,63.1643479,178.994274,0.0472,0.35860000000000003,64,LC08
2022222T231707,63.1367844,179.041577,0.06960000000000001,0.25620000000000004,64,LC08
2022229T232320,63.0398979,179.1493163,0.0752,0.2944,64,LC08
2022229T232320,63.2367396,179.0491019,0.050300000000000004,0.35810000000000003,64,LC08
2022245T232319,63.0398979,179.1493163,0.076,0.24300000000000002,64,LC08
2022245T232319,63.1745585,179.132383,0.0582,0.2662,64,LC08
2022245T232319,63.2462262,179.0952475,0.076,0.30460000000000004,64,LC08
2022245T232319,63.1778561,179.1682067,0.0304,0.224,64,LC08
2022245T232319,63.3337091,178.9979193,0.0604,0.22240000000000001,64,LC08
2022245T232319,63.2367396,179.0491019,0.0714,0.2793,64,LC08
2022245T232319,63.1908564,179.0553359,0.0631,0.20950000000000002,64,LC08
2022245T232319,63.1643479,178.994274,0.0613,0.3231,64,LC08
2022245T232319,63.1367844,179.041577,0.063,0.22460000000000002,128,LC08
2022246T231651,63.1745585,179.132383,0.0703,0.3231,64,LC09
2022246T231651,63.1778561,179.1682067,0.032100000000000004,0.3194,64,LC09
2022246T231651,63.1643479,178.994274,0.0562,0.32680000000000003,64,LC09
2022246T231651,63.1367844,179.041577,0.075,0.22610000000000002,128,LC09
2022252T232934,63.1745585,179.132383,0.1136,0.3305,192,LC08
2022252T232934,63.1778561,179.1682067,0.0937,0.33580000000000004,128,LC08
2022252T232934,63.1908564,179.0553359,0.079,0.23720000000000002,64,LC08
2022252T232934,63.1643479,178.994274,0.0604,0.32070000000000004,64,LC08
2022252T232934,63.1367844,179.041577,0.08750000000000001,0.2403,64,LC08
2022268T232938,63.1745585,179.132383,0.055600000000000004,0.24480000000000002,64,LC08
2022268T232938,63.3337091,178.9979193,0.06420000000000001,0.22640000000000002,64,LC08
2022268T232938,63.2367396,179.0491019,0.0555,0.19190000000000002,64,LC08
2022268T232938,63.1643479,178.994274,0.0637,0.2325,64,LC08
2023152T232206,63.0398979,179.1493163,0.0771,0.19460000000000002,192,LC08
2023152T232206,63.1908564,179.0553359,0.08,0.159,192,LC08
2023153T231605,63.0398979,179.1493163,0.08030000000000001,0.19540000000000002,192,LC09
2023153T231605,63.1745585,179.132383,0.3265,0.37310000000000004,192,LC09
2023153T231605,63.2462262,179.0952475,0.0959,0.25830000000000003,128,LC09
2023153T231605,63.2367396,179.0491019,0.07540000000000001,0.20500000000000002,192,LC09
2023153T231605,63.1908564,179.0553359,0.053700000000000005,0.1433,192,LC09
2023153T231605,63.1643479,178.994274,0.4305,0.4444,128,LC09
2023159T232823,63.0398979,179.1493163,0.0867,0.21860000000000002,64,LC08
2023159T232823,63.2462262,179.0952475,0.0814,0.25670000000000004,64,LC08
2023169T231556,63.0398979,179.1493163,0.0785,0.2084,64,LC09
2023169T231556,63.1745585,179.132383,0.0608,0.2383,64,LC09
2023169T231556,63.2462262,179.0952475,0.0713,0.2645,64,LC09
2023169T231556,63.1778561,179.1682067,0.1066,0.23220000000000002,64,LC09
2023169T231556,63.3337091,178.9979193,0.0596,0.1888,64,LC09
2023169T231556,63.2367396,179.0491019,0.0629,0.2298,64,LC09
2023169T231556,63.1908564,179.0553359,0.0568,0.161,64,LC09
2023169T231556,63.1643479,178.994274,0.062,0.21350000000000002,64,LC09
2023169T231556,63.1367844,179.041577,0.08940000000000001,0.13490000000000002,64,LC09
2023184T232226,63.0398979,179.1493163,0.061200000000000004,0.2368,64,LC08
2023184T232226,63.1745585,179.132383,0.048400000000000006,0.30660000000000004,64,LC08
2023184T232226,63.2462262,179.0952475,0.0504,0.33890000000000003,64,LC08
2023184T232226,63.1778561,179.1682067,0.0371,0.2868,64,LC08
2023184T232226,63.3337091,178.9979193,0.0584,0.219,64,LC08
2023184T232226,63.2367396,179.0491019,0.036500000000000005,0.3291,64,LC08
2023184T232226,63.1908564,179.0553359,0.0443,0.20520000000000002,64,LC08
2023184T232226,63.1643479,178.994274,0.0432,0.33280000000000004,64,LC08
2023184T232226,63.1367844,179.041577,0.0548,0.1555,64,LC08
2023191T232840,63.1745585,179.132383,0.0412,0.3249,64,LC08
2023191T232840,63.1778561,179.1682067,0.030500000000000003,0.3113,64,LC08
2023191T232840,63.3337091,178.9979193,0.054400000000000004,0.2298,64,LC08
2023191T232840,63.2367396,179.0491019,0.0352,0.3491,64,LC08
2023191T232840,63.1908564,179.0553359,0.0427,0.22,64,LC08
2023191T232840,63.1643479,178.994274,0.0396,0.36150000000000004,64,LC08
2023191T232840,63.1367844,179.041577,0.046700000000000005,0.2033,64,LC08
2023192T232223,63.2462262,179.0952475,0.0511,0.3059,64,LC09
2023192T232223,63.3337091,178.9979193,0.066,0.23620000000000002,64,LC09
2023192T232223,63.2367396,179.0491019,0.0395,0.27690000000000003,128,LC09
2023193T231619,63.0398979,179.1493163,0.064,0.2586,64,LC08
2023193T231619,63.1745585,179.132383,0.0459,0.3302,64,LC08
2023193T231619,63.2462262,179.0952475,0.050100000000000006,0.35200000000000004,64,LC08
2023193T231619,63.1778561,179.1682067,0.0322,0.327,64,LC08
2023193T231619,63.2367396,179.0491019,0.0393,0.3517,64,LC08
2023193T231619,63.1908564,179.0553359,0.049600000000000005,0.23220000000000002,64,LC08
2023193T231619,63.1643479,178.994274,0.055600000000000004,0.3755,128,LC08
2023200T232230,63.0398979,179.1493163,0.060000000000000005,0.2642,64,LC08
2023200T232230,63.1745585,179.132383,0.0419,0.33680000000000004,64,LC08
2023200T232230,63.2462262,179.0952475,0.049,0.3614,64,LC08
2023200T232230,63.1778561,179.1682067,0.0317,0.3331,64,LC08
2023200T232230,63.3337091,178.9979193,0.0526,0.24280000000000002,64,LC08
2023200T232230,63.2367396,179.0491019,0.0381,0.3541,64,LC08
2023200T232230,63.1908564,179.0553359,0.0468,0.2356,64,LC08
2023200T232230,63.1643479,178.994274,0.041800000000000004,0.3836,64,LC08
2023200T232230,63.1367844,179.041577,0.0551,0.2621,64,LC08
2023225T231631,63.0398979,179.1493163,0.0579,0.25780000000000003,64,LC08
2023225T231631,63.1745585,179.132383,0.0392,0.31980000000000003,64,LC08
2023225T231631,63.2462262,179.0952475,0.0453,0.3432,64,LC08
2023225T231631,63.1778561,179.1682067,0.0256,0.3156,64,LC08
2023225T231631,63.3337091,178.9979193,0.051500000000000004,0.23970000000000002,64,LC08
2023225T231631,63.2367396,179.0491019,0.0332,0.3269,64,LC08
2023225T231631,63.1908564,179.0553359,0.041100000000000005,0.2371,64,LC08
2023225T231631,63.1643479,178.994274,0.037200000000000004,0.35810000000000003,64,LC08
2023225T231631,63.1367844,179.041577,0.048100000000000004,0.2429,64,LC08
2023232T232246,63.0398979,179.1493163,0.07880000000000001,0.2947,64,LC08
2023232T232246,63.1643479,178.994274,0.039900000000000005,0.3916,64,LC08
2023232T232246,63.1367844,179.041577,0.0477,0.2503,64,LC08
2023239T232859,63.2462262,179.0952475,0.0634,0.3542,64,LC08
2023239T232859,63.1778561,179.1682067,0.0342,0.3018,128,LC08
2023239T232859,63.2367396,179.0491019,0.0374,0.2518,192,LC08
2023239T232859,63.1908564,179.0553359,0.0545,0.24960000000000002,64,LC08
2023263T232903,63.3337091,178.9979193,0.0665,0.25930000000000003,64,LC09
2023263T232903,63.2367396,179.0491019,0.0665,0.2199,64,LC09
2023273T231645,63.1908564,179.0553359,0.0678,0.2074,192,LC08
2023273T231645,63.1643479,178.994274,0.0651,0.2449,128,LC08
2024164T231605,63.1908564,179.0553359,0.1086,0.19,192,LC08
2024186T232815,63.1745585,179.132383,0.0553,0.2484,64,LC09
2024186T232815,63.2462262,179.0952475,0.0606,0.2974,64,LC09
2024186T232815,63.1778561,179.1682067,0.040600000000000004,0.2003,64,LC09
2024186T232815,63.3337091,178.9979193,0.048100000000000004,0.19790000000000002,64,LC09
2024186T232815,63.2367396,179.0491019,0.039,0.3022,64,LC09
2024186T232815,63.1908564,179.0553359,0.0473,0.1882,64,LC09
2024186T232815,63.1643479,178.994274,0.0267,0.2733,64,LC09
2024186T232815,63.1367844,179.041577,0.0651,0.13570000000000002,64,LC09
2024196T231629,63.0398979,179.1493163,0.0635,0.2651,64,LC08
2024196T231629,63.1745585,179.132383,0.051300000000000005,0.2871,64,LC08
2024196T231629,63.2462262,179.0952475,0.0528,0.35810000000000003,64,LC08
2024196T231629,63.1778561,179.1682067,0.0392,0.2826,64,LC08
2024196T231629,63.3337091,178.9979193,0.0668,0.22590000000000002,64,LC08
2024196T231629,63.2367396,179.0491019,0.0403,0.3518,64,LC08
2024196T231629,63.1908564,179.0553359,0.047900000000000005,0.24380000000000002,64,LC08
2024196T231629,63.1367844,179.041577,0.0655,0.1782,64,LC08
2024204T231603,63.0398979,179.1493163,0.0682,0.3094,128,LC09
2024204T231603,63.1745585,179.132383,0.0449,0.3401,64,LC09
2024204T231603,63.1778561,179.1682067,0.0302,0.3305,64,LC09
2024204T231603,63.1908564,179.0553359,0.040400000000000005,0.22970000000000002,128,LC09
2024204T231603,63.1367844,179.041577,0.0679,0.2513,128,LC09
2024211T232216,63.3337091,178.9979193,0.058300000000000005,0.273,64,LC09
2024212T231614,63.0398979,179.1493163,0.0637,0.2802,64,LC08
2024212T231614,63.1745585,179.132383,0.0426,0.3327,64,LC08
2024212T231614,63.2462262,179.0952475,0.0436,0.3688,64,LC08
2024212T231614,63.1778561,179.1682067,0.0274,0.3173,64,LC08
2024212T231614,63.3337091,178.9979193,0.0534,0.2466,64,LC08
2024212T231614,63.2367396,179.0491019,0.0359,0.36510000000000004,64,LC08
2024212T231614,63.1908564,179.0553359,0.0439,0.2364,64,LC08
2024212T231614,63.1643479,178.994274,0.0368,0.3894,64,LC08
2024212T231614,63.1367844,179.041577,0.0582,0.2383,64,LC08
2024251T232242,63.1643479,178.994274,0.0665,0.3899,64,LC08
2024251T232242,63.1367844,179.041577,0.0684,0.2757,64,LC08
2024260T231633,63.1745585,179.132383,0.0698,0.301,128,LC08
2024260T231633,63.1778561,179.1682067,0.0359,0.2697,128,LC08
2024260T231633,63.2367396,179.0491019,0.07100000000000001,0.2454,64,LC08
2024260T231633,63.1908564,179.0553359,0.063,0.2039,64,LC08
2024268T231624,63.0398979,179.1493163,0.0709,0.2094,64,LC09
2024268T231624,63.1745585,179.132383,0.058800000000000005,0.253,64,LC09
2024268T231624,63.2462262,179.0952475,0.0743,0.2771,64,LC09
2024268T231624,63.1778561,179.1682067,0.0409,0.2038,64,LC09
2024268T231624,63.3337091,178.9979193,0.0623,0.24910000000000002,64,LC09
2024268T231624,63.2367396,179.0491019,0.061700000000000005,0.20520000000000002,64,LC09
2024268T231624,63.1908564,179.0553359,0.0625,0.1877,64,LC09
2024268T231624,63.1643479,178.994274,0.0614,0.2642,64,LC09
2024268T231624,63.1367844,179.041577,0.0813,0.1718,64,LC09
2025156T232823,63.0398979,179.1493163,0.0955,0.2624,192,LC09
2025158T231604,63.0398979,179.1493163,0.0734,0.2217,192,LC09
2025172T232838,63.1745585,179.132383,-0.008400000000000001,0.2051,192,LC09
2025172T232838,63.2462262,179.0952475,0.0786,0.2436,192,LC09
2025172T232838,63.3337091,178.9979193,0.06380000000000001,0.1826,192,LC09
2025172T232838,63.2367396,179.0491019,0.054700000000000006,0.1945,128,LC09
2025172T232838,63.1908564,179.0553359,0.0543,0.12240000000000001,64,LC09
2025172T232838,63.1643479,178.994274,0.26890000000000003,0.3537,128,LC09
2025173T232231,63.1745585,179.132383,-0.003,0.22290000000000001,192,LC08
2025173T232231,63.2462262,179.0952475,0.08170000000000001,0.2582,192,LC08
2025173T232231,63.2367396,179.0491019,0.0685,0.2061,128,LC08
2025173T232231,63.1908564,179.0553359,0.057300000000000004,0.1371,64,LC08
2025173T232231,63.1643479,178.994274,0.22160000000000002,0.3533,192,LC08
2025188T232906,63.2462262,179.0952475,0.054400000000000004,0.33230000000000004,64,LC09
2025188T232906,63.1778561,179.1682067,0.0318,0.25520000000000004,64,LC09
2025188T232906,63.3337091,178.9979193,0.0551,0.2068,64,LC09
2025188T232906,63.2367396,179.0491019,0.0362,0.3418,64,LC09
2025188T232906,63.1643479,178.994274,0.050100000000000006,0.3287,64,LC09
2025220T232859,63.1643479,178.994274,0.06620000000000001,0.43460000000000004,128,LC09
2025221T232248,63.0398979,179.1493163,0.0631,0.3114,64,LC08
2025221T232248,63.1745585,179.132383,0.0425,0.32480000000000003,64,LC08
2025221T232248,63.2462262,179.0952475,0.0466,0.3715,64,LC08
2025221T232248,63.1778561,179.1682067,0.0304,0.3138,64,LC08
2025221T232248,63.3337091,178.9979193,0.048,0.24780000000000002,64,LC08
2025221T232248,63.2367396,179.0491019,0.0333,0.35950000000000004,64,LC08
2025221T232248,63.1908564,179.0553359,0.039400000000000004,0.24100000000000002,64,LC08
2025221T232248,63.1643479,178.994274,0.0422,0.4022,64,LC08
2025221T232248,63.1367844,179.041577,0.053000000000000005,0.3053,64,LC08
2025228T232901,63.1745585,179.132383,0.0494,0.3634,64,LC08
2025228T232901,63.1778561,179.1682067,0.031100000000000003,0.3269,64,LC08
2025238T231708,63.2462262,179.0952475,0.0332,0.1437,128,LC09
2025238T231708,63.2367396,179.0491019,0.0165,0.1441,64,LC09
2025245T232258,63.0398979,179.1493163,0.0521,0.2451,64,LC09
2025252T232912,63.1745585,179.132383,0.061700000000000005,0.2975,64,LC09
2025252T232912,63.2462262,179.0952475,0.0717,0.3396,64,LC09
2025252T232912,63.1778561,179.1682067,0.0322,0.2634,64,LC09
2025252T232912,63.3337091,178.9979193,0.054400000000000004,0.2454,64,LC09
2025252T232912,63.2367396,179.0491019,0.0594,0.3023,64,LC09
2025252T232912,63.1908564,179.0553359,0.055600000000000004,0.2144,64,LC09
2025252T232912,63.1643479,178.994274,0.0524,0.32580000000000003,64,LC09
2025252T232912,63.1367844,179.041577,0.0694,0.2549,64,LC09
2025269T232302,63.0398979,179.1493163,0.0654,0.2141,64,LC08
2025269T232302,63.1745585,179.132383,0.0553,0.24980000000000002,64,LC08
2025269T232302,63.2462262,179.0952475,0.0727,0.2776,64,LC08
2025269T232302,63.2367396,179.0491019,0.055900000000000005,0.19920000000000002,64,LC08
2025269T232302,63.1908564,179.0553359,0.0528,0.1694,64,LC08
2025269T232302,63.1643479,178.994274,0.0584,0.2429,64,LC08
2025269T232302,63.1367844,179.041577,0.06380000000000001,0.1651,64,LC08
2025270T231654,63.0398979,179.1493163,0.0746,0.23170000000000002,64,LC09
2025270T231654,63.2462262,179.0952475,0.0818,0.2773,64,LC09
2025270T231654,63.1778561,179.1682067,0.046400000000000004,0.1985,64,LC09
2025270T231654,63.3337091,178.9979193,0.0675,0.23670000000000002,64,LC09
2025270T231654,63.2367396,179.0491019,0.0625,0.20550000000000002,64,LC09
2025270T231654,63.1908564,179.0553359,0.06430000000000001,0.18760000000000002,64,LC09
2025270T231654,63.1643479,178.994274,0.055200000000000006,0.21230000000000002,64,LC09
2025270T231654,63.1367844,179.041577,0.051800000000000006,0.1208,128,LC09
2016153T234632,63.0398979,179.1493163,0.0876,0.2389,192,S2A
2016153T234632,63.2367396,179.0491019,0.10500000000000001,0.2451,192,S2A
2016153T234632,63.1908564,179.0553359,0.0683,0.1847,192,S2A
2016173T234622,63.0398979,179.1493163,0.0753,0.2869,64,S2A
2016173T234622,63.3337091,178.9979193,0.079,0.1908,192,S2A
2016173T234622,63.1643479,178.994274,0.057,0.3644,128,S2A
2016213T234632,63.0398979,179.1493163,0.0709,0.3104,64,S2A
2016213T234632,63.1745585,179.132383,0.0419,0.37570000000000003,64,S2A
2016213T234632,63.1778561,179.1682067,0.0256,0.37670000000000003,64,S2A
2016213T234632,63.3337091,178.9979193,0.0523,0.21280000000000002,64,S2A
2016213T234632,63.2367396,179.0491019,0.0528,0.3472,128,S2A
2016213T234632,63.1908564,179.0553359,0.057,0.29650000000000004,128,S2A
2016213T234632,63.1643479,178.994274,0.0393,0.3957,64,S2A
2016213T234632,63.1367844,179.041577,0.06470000000000001,0.2847,64,S2A
2016220T233652,63.0398979,179.1493163,0.067,0.2972,64,S2A
2016220T233652,63.1745585,179.132383,0.039,0.3552,64,S2A
2016220T233652,63.2462262,179.0952475,0.0391,0.3805,64,S2A
2016220T233652,63.1778561,179.1682067,0.021500000000000002,0.3599,64,S2A
2016220T233652,63.3337091,178.9979193,0.0485,0.2303,64,S2A
2016220T233652,63.2367396,179.0491019,0.0369,0.3315,64,S2A
2016220T233652,63.1908564,179.0553359,0.045700000000000005,0.2645,64,S2A
2016220T233652,63.1643479,178.994274,0.029900000000000003,0.4182,64,S2A
2016220T233652,63.1367844,179.041577,0.0618,0.2837,64,S2A
2016253T234622,63.0398979,179.1493163,0.09390000000000001,0.2869,64,S2A
2016253T234622,63.1908564,179.0553359,0.0941,0.3103,64,S2A
2016253T234622,63.1643479,178.994274,0.0678,0.42450000000000004,64,S2A
2016253T234622,63.1367844,179.041577,0.0927,0.27290000000000003,64,S2A
2017157T234621,63.0398979,179.1493163,0.1298,0.27940000000000004,192,S2A
2017199T233649,63.2462262,179.0952475,0.0364,0.33190000000000003,64,S2B
2017199T233649,63.1778561,179.1682067,0.0261,0.35900000000000004,64,S2B
2017199T233649,63.3337091,178.9979193,0.0509,0.2117,64,S2B
2017204T233651,63.3337091,178.9979193,0.0026000000000000003,0.0405,128,S2A
2017204T233651,63.1908564,179.0553359,0.056400000000000006,0.3398,128,S2A
2017239T233649,63.0398979,179.1493163,0.0685,0.29760000000000003,64,S2B
2017239T233649,63.1745585,179.132383,0.0429,0.3153,64,S2B
2017239T233649,63.2462262,179.0952475,0.054700000000000006,0.37770000000000004,64,S2B
2017239T233649,63.1778561,179.1682067,0.0292,0.3299,64,S2B
2017239T233649,63.3337091,178.9979193,0.06280000000000001,0.2278,64,S2B
2017239T233649,63.2367396,179.0491019,0.0523,0.3381,64,S2B
2017239T233649,63.1908564,179.0553359,0.0488,0.2584,64,S2B
2017239T233649,63.1643479,178.994274,0.0386,0.4017,64,S2B
2017244T233651,63.2462262,179.0952475,0.060000000000000005,0.3815,64,S2A
2017244T233651,63.1778561,179.1682067,0.0245,0.3708,128,S2A
2017244T233651,63.3337091,178.9979193,0.0601,0.2323,64,S2A
2017244T233651,63.2367396,179.0491019,0.0534,0.3311,64,S2A
2017252T234619,63.0398979,179.1493163,0.0881,0.2883,128,S2B
2017257T234621,63.2462262,179.0952475,-0.0015,0.031400000000000004,192,S2A
2017257T234621,63.3337091,178.9979193,0.0201,0.09720000000000001,128,S2A
2017259T233639,63.0398979,179.1493163,0.0823,0.2466,192,S2B
2017259T233639,63.1745585,179.132383,0.06380000000000001,0.2874,192,S2B
